NAME,TM,TYPE,DATA_SRC,SURFACE_CODE,CYC_TYPE,LAT,LON,CENTRAL_PRES,MAX_WIND_SPD,MAX_REP_WIND_DIR,WIND_COMPASS,CENTRAL_INDEX (CI)
BEVERLEY,1975-04-01 10:00:00,T,2.0,2.0,20.0,-32.1,117.9,997.0,15.4,140.0,SE,2.4628321961038315
BEVERLEY,1975-04-01 13:00:00,T,2.0,2.0,20.0,-32.8,118.1,997.0,15.4,120.0,SE,2.4628321961038315
BEVERLEY,1975-04-01 16:00:00,T,2.0,2.0,20.0,-33.6,118.3,996.0,15.4,120.0,SE,2.5520966457335894
BEVERLEY,1975-04-02 01:00:00,T,2.0,1.0,50.0,-35.7,120.3,994.0,12.9,20.0,N,2.7211835684431747
BEVERLEY,1975-04-02 07:00:00,T,2.0,1.0,50.0,-36.6,122.1,993.0,12.9,340.0,N,2.801604936095944
CLARA,1975-04-20 01:00:00,T,2.0,1.0,20.0,-9.0,100.6,1003.0,12.9,340.0,N,1.8292585014507152
CLARA,1975-04-20 07:00:00,T,2.0,1.0,20.0,-9.7,100.6,1000.0,12.9,330.0,NW,2.171169359038437
CLARA,1975-04-22 10:00:00,T,2.0,1.0,30.0,-16.4,105.1,986.0,25.7,40.0,NE,3.3064069632968023
CLARA,1975-04-22 13:00:00,T,2.0,1.0,30.0,-16.8,105.2,985.0,25.7,120.0,SE,3.3718918144016174
CLARA,1975-04-23 01:00:00,T,2.0,1.0,30.0,-18.1,105.5,988.0,25.7,40.0,NE,3.171040401599453
CLARA,1975-04-23 04:00:00,T,2.0,1.0,30.0,-18.6,105.7,989.0,25.7,250.0,W,3.100955855502096
CLARA,1975-04-23 16:00:00,T,2.0,1.0,30.0,-20.7,106.6,992.0,20.6,110.0,E,2.879603808648294
CLARA,1975-04-24 01:00:00,T,2.0,1.0,30.0,-21.7,106.9,994.0,20.6,70.0,E,2.7211835684431747
CLARA,1975-04-24 04:00:00,T,2.0,1.0,30.0,-22.2,107.1,995.0,20.6,70.0,E,2.6381055546827414
CLARA,1975-04-24 07:00:00,T,2.0,1.0,30.0,-22.6,107.3,996.0,18.0,40.0,NE,2.5520966457335894
CLARA,1975-04-24 10:00:00,T,2.0,1.0,20.0,-23.0,107.4,997.0,15.4,60.0,NE,2.4628321961038315
CLARA,1975-04-24 16:00:00,T,2.0,1.0,20.0,-23.9,107.7,1000.0,12.9,20.0,N,2.171169359038437
CLARA,1975-04-25 07:00:00,T,2.0,1.0,20.0,-25.9,109.0,1003.0,12.9,20.0,N,1.8292585014507152
CLARA,1975-04-25 16:00:00,T,2.0,1.0,20.0,-26.7,110.3,1004.0,12.9,90.0,E,1.6986825976362856
CLARA,1975-04-25 19:00:00,T,2.0,1.0,20.0,-27.0,110.7,1004.0,12.9,100.0,E,1.6986825976362856
DENISE,1975-05-19 00:00:00,T,2.0,1.0,20.0,-11.0,107.4,1006.0,12.9,120.0,SE,1.398021242998844
DENISE,1975-05-19 09:00:00,T,2.0,1.0,20.0,-11.5,106.8,1002.0,12.9,290.0,W,1.9504544175096625
DENISE,1975-05-19 12:00:00,T,2.0,1.0,20.0,-11.7,106.6,1003.0,12.9,290.0,W,1.8292585014507152
DENISE,1975-05-20 00:00:00,T,2.0,1.0,20.0,-12.2,105.8,1002.0,15.4,330.0,NW,1.9504544175096625
DENISE,1975-05-20 12:00:00,T,2.0,1.0,20.0,-12.5,105.0,998.0,15.4,170.0,S,2.369923199020532
DENISE,1975-05-21 00:00:00,T,2.0,1.0,30.0,-12.6,104.0,996.0,20.6,160.0,S,2.5520966457335894
DENISE,1975-05-21 06:00:00,T,2.0,1.0,30.0,-12.6,103.2,993.0,20.6,160.0,S,2.801604936095944
DENISE,1975-05-21 12:00:00,T,2.0,1.0,30.0,-12.5,102.4,993.0,20.6,170.0,S,2.801604936095944
DENISE,1975-05-21 18:00:00,T,2.0,1.0,30.0,-12.4,101.6,992.0,23.2,170.0,S,2.879603808648294
DENISE,1975-05-22 00:00:00,T,2.0,1.0,30.0,-12.3,100.8,992.0,23.2,170.0,S,2.879603808648294
DENISE,1975-05-22 06:00:00,T,2.0,1.0,30.0,-12.4,99.8,992.0,23.2,170.0,S,2.879603808648294
DENISE,1975-05-22 12:00:00,T,2.0,1.0,30.0,-12.4,98.8,994.0,20.6,150.0,SE,2.7211835684431747
DENISE,1975-05-23 00:00:00,T,2.0,1.0,30.0,-12.5,96.6,996.0,18.0,260.0,W,2.5520966457335894
DENISE,1975-05-23 06:00:00,T,2.0,1.0,30.0,-12.5,95.9,995.0,18.0,340.0,N,2.6381055546827414
DENISE,1975-05-23 12:00:00,T,2.0,1.0,20.0,-12.6,95.3,997.0,15.4,230.0,SW,2.4628321961038315
DENISE,1975-05-24 00:00:00,T,2.0,1.0,20.0,-12.7,94.0,999.0,15.4,100.0,E,2.272896922914969
DENISE,1975-05-24 06:00:00,T,2.0,1.0,20.0,-12.8,93.2,999.0,12.9,100.0,E,2.272896922914969
JOAN,1975-11-30 07:00:00,T,2.0,1.0,20.0,-11.2,128.4,998.0,12.9,70.0,E,2.369923199020532
JOAN,1975-11-30 13:00:00,T,2.0,1.0,20.0,-11.2,128.2,997.0,15.4,60.0,NE,2.4628321961038315
JOAN,1975-12-01 01:00:00,T,2.0,1.0,30.0,-11.6,128.2,994.0,20.6,100.0,E,2.7211835684431747
JOAN,1975-12-01 04:00:00,T,2.0,1.0,30.0,-11.7,128.1,992.0,20.6,220.0,SW,2.879603808648294
JOAN,1975-12-01 16:00:00,T,2.0,1.0,30.0,-12.2,127.9,989.0,23.2,30.0,NE,3.100955855502096
JOAN,1975-12-02 01:00:00,T,2.0,1.0,30.0,-12.5,127.8,988.0,25.7,350.0,N,3.171040401599453
JOAN,1975-12-02 04:00:00,T,2.0,1.0,30.0,-12.6,127.7,986.0,25.7,290.0,W,3.3064069632968023
JOAN,1975-12-02 10:00:00,T,2.0,1.0,30.0,-12.8,127.5,982.0,28.3,310.0,NW,3.560566909487789
JOAN,1975-12-02 13:00:00,T,2.0,1.0,30.0,-13.0,127.4,980.0,30.9,290.0,W,3.680562551360306
JOAN,1975-12-02 22:00:00,T,2.0,1.0,40.0,-13.4,126.8,974.0,36.0,240.0,SW,4.017489717973018
JOAN,1975-12-03 01:00:00,T,2.0,1.0,40.0,-13.5,126.6,973.0,36.0,130.0,SE,4.070722019509654
JOAN,1975-12-03 04:00:00,T,2.0,1.0,40.0,-13.5,126.4,972.0,38.6,150.0,SE,4.123211912404127
JOAN,1975-12-03 07:00:00,T,2.0,1.0,40.0,-13.6,126.2,970.0,38.6,120.0,SE,4.226080550428074
JOAN,1975-12-03 10:00:00,T,2.0,1.0,40.0,-13.6,126.0,968.0,38.6,110.0,E,4.326309830523455
JOAN,1975-12-03 13:00:00,T,2.0,1.0,40.0,-13.7,125.8,966.0,41.2,70.0,E,4.424088539694945
JOAN,1975-12-03 16:00:00,T,2.0,1.0,40.0,-13.8,125.4,963.0,41.2,240.0,SW,4.566522928828557
JOAN,1975-12-03 19:00:00,T,2.0,1.0,40.0,-14.0,124.9,960.0,43.7,210.0,SW,4.704307118149952
JOAN,1975-12-03 22:00:00,T,2.0,1.0,40.0,-14.1,124.4,957.0,46.3,200.0,S,4.837859056193558
JOAN,1975-12-04 01:00:00,T,2.0,1.0,40.0,-14.3,123.8,954.0,46.3,220.0,SW,4.967537862695358
JOAN,1975-12-04 04:00:00,T,2.0,1.0,40.0,-14.4,123.4,952.0,46.3,240.0,SW,5.051994065106673
JOAN,1975-12-04 07:00:00,T,2.0,1.0,40.0,-14.5,123.1,951.0,46.3,310.0,NW,5.093654787351345
JOAN,1975-12-04 10:00:00,T,2.0,1.0,40.0,-14.6,122.8,949.0,46.3,120.0,SE,5.175889570962582
JOAN,1975-12-04 16:00:00,T,2.0,1.0,40.0,-15.1,122.3,946.0,48.9,240.0,SW,5.296657722654686
JOAN,1975-12-04 19:00:00,T,2.0,1.0,40.0,-15.4,121.9,945.0,48.9,80.0,E,5.33625761744873
JOAN,1975-12-04 22:00:00,T,2.0,1.0,40.0,-15.7,121.5,943.0,51.4,90.0,E,5.414518754342474
JOAN,1975-12-05 01:00:00,T,2.0,1.0,40.0,-16.0,121.1,942.0,51.4,90.0,E,5.453194188251601
JOAN,1975-12-05 04:00:00,T,2.0,1.0,40.0,-16.0,120.8,940.0,51.4,90.0,E,5.529668317559652
JOAN,1975-12-05 07:00:00,T,2.0,1.0,40.0,-16.1,120.5,939.0,51.4,90.0,E,5.567479700519809
JOAN,1975-12-05 10:00:00,T,2.0,1.0,40.0,-16.1,120.2,938.0,54.0,90.0,E,5.6050153793883375
JOAN,1975-12-05 16:00:00,T,2.0,1.0,40.0,-16.2,119.7,935.0,54.0,100.0,E,5.716025185995287
JOAN,1975-12-05 19:00:00,T,2.0,1.0,40.0,-16.3,119.4,933.0,54.0,150.0,SE,5.788754364739184
JOAN,1975-12-05 22:00:00,T,2.0,1.0,40.0,-16.3,119.1,931.0,56.6,140.0,SE,5.860508484370202
JOAN,1975-12-06 01:00:00,T,2.0,1.0,40.0,-16.4,118.8,929.0,56.6,130.0,SE,5.931324818065456
JOAN,1975-12-06 04:00:00,T,2.0,1.0,40.0,-16.4,118.6,928.0,56.6,120.0,SE,5.966392327410914
JOAN,1975-12-06 07:00:00,T,2.0,1.0,40.0,-16.5,118.4,926.0,56.6,300.0,NW,6.035866881650044
JOAN,1975-12-06 10:00:00,T,2.0,1.0,40.0,-16.5,118.2,925.0,56.6,330.0,NW,6.070281891301724
JOAN,1975-12-06 13:00:00,T,2.0,1.0,40.0,-16.6,118.0,923.0,56.6,270.0,W,6.138486410514147
JOAN,1975-12-06 16:00:00,T,2.0,1.0,40.0,-16.8,118.0,921.0,56.6,90.0,E,6.205881032701536
JOAN,1975-12-06 19:00:00,T,2.0,1.0,40.0,-17.0,117.9,919.0,56.6,70.0,E,6.272493257869399
JOAN,1975-12-06 22:00:00,T,2.0,1.0,40.0,-17.3,117.9,917.0,56.6,60.0,NE,6.338349071524536
JOAN,1975-12-07 01:00:00,T,2.0,1.0,40.0,-17.6,117.9,915.0,59.2,310.0,NW,6.403473058700524
JOAN,1975-12-07 04:00:00,T,2.0,1.0,40.0,-17.9,117.9,915.0,59.2,310.0,NW,6.403473058700524
JOAN,1975-12-07 07:00:00,T,2.0,1.0,40.0,-18.3,118.0,915.0,59.2,230.0,SW,6.403473058700524
JOAN,1975-12-07 10:00:00,T,2.0,1.0,40.0,-18.7,118.0,915.0,59.2,310.0,NW,6.403473058700524
JOAN,1975-12-07 13:00:00,T,2.0,1.0,40.0,-19.1,118.0,915.0,59.2,160.0,S,6.403473058700524
JOAN,1975-12-07 16:00:00,T,2.0,1.0,40.0,-19.5,118.0,915.0,59.2,140.0,SE,6.403473058700524
JOAN,1975-12-07 19:00:00,T,2.0,1.0,40.0,-19.9,118.1,915.0,59.2,80.0,E,6.403473058700524
JOAN,1975-12-07 22:00:00,T,2.0,1.0,40.0,-20.4,118.1,915.0,59.2,50.0,NE,6.403473058700524
JOAN,1975-12-08 01:00:00,T,2.0,2.0,40.0,-20.8,118.1,935.0,54.0,180.0,S,5.716025185995287
JOAN,1975-12-08 04:00:00,T,2.0,2.0,40.0,-21.1,118.0,947.0,46.3,270.0,W,5.2567350159349875
JOAN,1975-12-08 07:00:00,T,2.0,2.0,40.0,-21.4,117.9,957.0,41.2,120.0,SE,4.837859056193558
JOAN,1975-12-08 10:00:00,T,2.0,2.0,40.0,-21.7,117.8,965.0,36.0,90.0,E,4.472111984576423
JOAN,1975-12-08 13:00:00,T,2.0,2.0,30.0,-22.0,117.7,971.0,30.9,310.0,NW,4.174988889525753
JOAN,1975-12-08 16:00:00,T,2.0,2.0,30.0,-22.3,117.6,976.0,25.7,40.0,NE,3.9086693074875756
JOAN,1975-12-08 19:00:00,T,2.0,2.0,30.0,-22.7,117.4,981.0,23.2,310.0,NW,3.621102323191423
JOAN,1975-12-08 22:00:00,T,2.0,2.0,30.0,-23.1,117.2,983.0,20.6,310.0,NW,3.498897389674407
JOAN,1975-12-09 01:00:00,T,2.0,2.0,30.0,-23.4,117.2,985.0,20.6,250.0,W,3.3718918144016174
JOAN,1975-12-09 04:00:00,T,2.0,2.0,30.0,-23.9,117.0,987.0,18.0,50.0,NE,3.239488445091218
JOAN,1975-12-09 07:00:00,T,2.0,2.0,30.0,-24.3,116.9,990.0,18.0,10.0,N,3.02911482118419
JOAN,1975-12-09 10:00:00,T,2.0,2.0,20.0,-24.6,116.9,991.0,15.4,40.0,NE,2.9553819823622214
JOAN,1975-12-09 16:00:00,T,2.0,2.0,20.0,-25.4,117.0,993.0,15.4,30.0,NE,2.801604936095944
JOAN,1975-12-09 19:00:00,T,2.0,2.0,80.0,-25.9,117.1,994.0,12.9,0.0,N,2.7211835684431747
JOAN,1975-12-09 22:00:00,T,2.0,2.0,80.0,-26.4,117.3,995.0,12.9,20.0,N,2.6381055546827414
JOAN,1975-12-10 01:00:00,T,2.0,2.0,80.0,-26.9,117.5,996.0,12.9,0.0,N,2.5520966457335894
BRIAN,1980-01-19 12:00:00,T,2.0,1.0,20.0,-13.4,124.6,996.0,12.9,250.0,W,2.5520966457335894
BRIAN,1980-01-19 18:00:00,T,2.0,1.0,20.0,-13.4,123.2,993.0,15.4,260.0,W,2.801604936095944
BRIAN,1980-01-20 00:00:00,T,2.0,1.0,20.0,-13.8,121.7,990.0,15.4,40.0,NE,3.02911482118419
BRIAN,1980-01-20 06:00:00,T,2.0,1.0,30.0,-14.3,120.4,986.0,23.2,310.0,NW,3.3064069632968023
BRIAN,1980-01-20 12:00:00,T,2.0,1.0,30.0,-15.2,119.0,982.0,25.7,340.0,N,3.560566909487789
BRIAN,1980-01-21 00:00:00,T,2.0,1.0,30.0,-15.8,115.3,970.0,28.3,60.0,NE,4.226080550428074
BRIAN,1980-01-21 06:00:00,T,2.0,1.0,30.0,-16.1,113.9,963.0,30.9,70.0,E,4.566522928828557
DORIS-GLORIA,1980-03-22 18:00:00,T,2.0,1.0,30.0,-17.2,113.3,982.0,28.3,170.0,S,3.560566909487789
DORIS-GLORIA,1980-03-23 00:00:00,T,2.0,1.0,30.0,-17.0,111.0,980.0,28.3,190.0,S,3.680562551360306
DORIS-GLORIA,1980-03-23 06:00:00,T,2.0,1.0,30.0,-16.9,109.5,978.0,28.3,150.0,SE,3.796469144159554
DORIS-GLORIA,1980-03-23 12:00:00,T,2.0,1.0,40.0,-17.0,108.3,976.0,33.4,270.0,W,3.9086693074875756
DORIS-GLORIA,1980-03-23 18:00:00,T,2.0,1.0,40.0,-17.2,106.7,975.0,33.4,320.0,NW,3.9634834350840573
DORIS-GLORIA,1980-03-24 00:00:00,T,2.0,1.0,40.0,-17.1,105.1,973.0,36.0,250.0,W,4.070722019509654
DORIS-GLORIA,1980-03-25 00:00:00,T,2.0,1.0,40.0,-17.0,101.8,965.0,41.2,70.0,E,4.472111984576423
DORIS-GLORIA,1980-03-25 06:00:00,T,2.0,1.0,40.0,-17.1,101.3,957.0,46.3,0.0,N,4.837859056193558
DORIS-GLORIA,1980-03-25 12:00:00,T,2.0,1.0,40.0,-17.4,100.9,955.0,46.3,340.0,N,4.92472184575479
DORIS-GLORIA,1980-03-25 18:00:00,T,2.0,1.0,40.0,-18.0,100.3,955.0,46.3,170.0,S,4.92472184575479
DORIS-GLORIA,1980-03-26 00:00:00,T,2.0,1.0,40.0,-18.7,99.8,955.0,46.3,30.0,NE,4.92472184575479
DORIS-GLORIA,1980-03-26 06:00:00,T,2.0,1.0,40.0,-19.4,99.5,955.0,46.3,160.0,S,4.92472184575479
DORIS-GLORIA,1980-03-26 12:00:00,T,2.0,1.0,40.0,-20.3,99.4,955.0,46.3,210.0,SW,4.92472184575479
DORIS-GLORIA,1980-03-26 18:00:00,T,2.0,1.0,40.0,-21.4,99.4,956.0,46.3,270.0,W,4.881499408023743
NEIL,1981-02-25 06:00:00,T,2.0,1.0,30.0,-18.4,115.2,993.0,20.6,100.0,E,2.801604936095944
NEIL,1981-02-25 12:00:00,T,2.0,1.0,30.0,-18.2,114.1,992.0,20.6,50.0,NE,2.879603808648294
NEIL,1981-02-25 18:00:00,T,2.0,1.0,30.0,-18.2,113.0,990.0,23.2,110.0,E,3.02911482118419
NEIL,1981-02-26 12:00:00,T,2.0,1.0,30.0,-16.6,111.4,982.0,28.3,20.0,N,3.560566909487789
NEIL,1981-02-27 00:00:00,T,2.0,1.0,40.0,-16.0,110.2,975.0,33.4,230.0,SW,3.9634834350840573
NEIL,1981-02-27 06:00:00,T,2.0,1.0,40.0,-16.0,109.7,974.0,33.4,180.0,S,4.017489717973018
NEIL,1981-02-27 12:00:00,T,2.0,1.0,40.0,-15.9,108.9,973.0,36.0,160.0,S,4.070722019509654
NEIL,1981-02-28 00:00:00,T,2.0,1.0,40.0,-16.0,107.7,970.0,41.2,240.0,SW,4.226080550428074
NEIL,1981-02-28 12:00:00,T,2.0,1.0,40.0,-16.5,106.5,956.0,51.4,40.0,NE,4.881499408023743
NEIL,1981-03-01 06:00:00,T,2.0,1.0,40.0,-17.0,105.1,946.0,51.4,170.0,S,5.296657722654686
NEIL,1981-03-01 12:00:00,T,2.0,1.0,40.0,-17.1,104.8,952.0,46.3,170.0,S,5.051994065106673
NEIL,1981-03-01 18:00:00,T,2.0,1.0,40.0,-17.2,104.5,958.0,46.3,170.0,S,4.7937887477980965
NEIL,1981-03-02 00:00:00,T,2.0,1.0,40.0,-17.5,104.3,965.0,41.2,160.0,S,4.472111984576423
NEIL,1981-03-05 00:00:00,T,2.0,1.0,40.0,-20.9,110.0,975.0,33.4,290.0,W,3.9634834350840573
NEIL,1981-03-05 12:00:00,T,2.0,1.0,30.0,-22.3,113.0,981.0,28.3,90.0,E,3.621102323191423
NEIL,1981-03-05 18:00:00,T,2.0,2.0,81.0,-23.4,115.0,984.0,20.6,20.0,N,3.436029288204253
NEIL,1981-03-06 00:00:00,T,2.0,2.0,80.0,-24.3,117.7,988.0,15.4,220.0,SW,3.171040401599453
NEIL,1981-03-06 06:00:00,T,2.0,2.0,80.0,-25.0,119.8,994.0,15.4,220.0,SW,2.7211835684431747
MAX,1981-03-10 11:00:00,T,3.0,1.0,20.0,-11.4,134.1,1000.0,12.9,140.0,SE,2.171169359038437
MAX,1981-03-10 14:00:00,T,3.0,1.0,20.0,-11.4,133.7,1000.0,12.9,230.0,SW,2.171169359038437
MAX,1981-03-10 17:00:00,T,3.0,1.0,20.0,-11.5,133.4,998.0,15.4,90.0,E,2.369923199020532
MAX,1981-03-10 20:00:00,T,3.0,1.0,20.0,-11.5,133.2,998.0,15.4,160.0,S,2.369923199020532
MAX,1981-03-10 23:00:00,T,3.0,3.0,20.0,-11.5,133.0,998.0,15.4,140.0,SE,2.369923199020532
MAX,1981-03-11 02:00:00,T,3.0,2.0,20.0,-11.5,132.8,998.0,15.4,200.0,S,2.369923199020532
MAX,1981-03-11 05:00:00,T,3.0,4.0,20.0,-11.7,132.5,998.0,15.4,200.0,S,2.369923199020532
MAX,1981-03-11 08:00:00,T,3.0,1.0,20.0,-11.9,132.2,996.0,15.4,200.0,S,2.5520966457335894
MAX,1981-03-11 11:00:00,T,3.0,1.0,30.0,-11.9,131.8,994.0,18.0,270.0,W,2.7211835684431747
MAX,1981-03-11 14:00:00,T,3.0,1.0,30.0,-11.9,131.5,994.0,18.0,170.0,S,2.7211835684431747
MAX,1981-03-11 17:00:00,T,3.0,3.0,30.0,-12.2,131.0,993.0,20.6,180.0,S,2.801604936095944
MAX,1981-03-11 20:00:00,T,3.0,4.0,30.0,-12.3,130.8,993.0,20.6,90.0,E,2.801604936095944
MAX,1981-03-11 23:00:00,T,3.0,1.0,30.0,-12.4,130.5,992.0,20.6,60.0,NE,2.879603808648294
MAX,1981-03-12 02:00:00,T,3.0,1.0,30.0,-12.4,130.2,990.0,23.2,70.0,E,3.02911482118419
MAX,1981-03-12 05:00:00,T,3.0,1.0,30.0,-12.6,129.7,985.0,25.7,320.0,NW,3.3718918144016174
MAX,1981-03-12 08:00:00,T,3.0,1.0,30.0,-12.8,129.3,985.0,25.7,0.0,N,3.3718918144016174
MAX,1981-03-12 11:00:00,T,3.0,1.0,30.0,-12.8,128.8,985.0,25.7,40.0,NE,3.3718918144016174
MAX,1981-03-13 18:00:00,T,2.0,1.0,40.0,-12.2,124.5,967.0,41.2,120.0,SE,4.37549458407888
MAX,1981-03-14 00:00:00,T,2.0,1.0,40.0,-12.1,123.4,965.0,41.2,120.0,SE,4.472111984576423
MAX,1981-03-14 06:00:00,T,2.0,1.0,40.0,-12.0,122.5,963.0,41.2,100.0,E,4.566522928828557
MAX,1981-03-14 12:00:00,T,2.0,1.0,40.0,-12.0,121.4,962.0,41.2,80.0,E,4.612945690162371
MAX,1981-03-14 18:00:00,T,2.0,1.0,40.0,-12.1,120.1,961.0,41.2,40.0,NE,4.6588686128927606
MAX,1981-03-15 00:00:00,T,2.0,1.0,40.0,-12.4,118.9,960.0,43.7,60.0,NE,4.704307118149952
MAX,1981-03-15 06:00:00,T,2.0,1.0,40.0,-12.7,118.1,961.0,41.2,270.0,W,4.6588686128927606
MAX,1981-03-15 12:00:00,T,2.0,1.0,40.0,-13.0,117.2,962.0,41.2,70.0,E,4.612945690162371
MAX,1981-03-16 00:00:00,T,2.0,1.0,40.0,-13.8,115.4,965.0,41.2,70.0,E,4.472111984576423
MAX,1981-03-18 00:00:00,T,2.0,1.0,30.0,-16.0,106.2,995.0,18.0,130.0,SE,2.6381055546827414
OLGA,1981-04-07 12:00:00,T,2.0,1.0,30.0,-8.9,92.2,993.0,20.6,270.0,W,2.801604936095944
OLGA,1981-04-07 18:00:00,T,2.0,1.0,30.0,-9.1,92.1,991.0,23.2,290.0,W,2.9553819823622214
OLGA,1981-04-08 00:00:00,T,2.0,1.0,30.0,-9.3,92.0,988.0,25.7,210.0,SW,3.171040401599453
OLGA,1981-04-08 12:00:00,T,2.0,1.0,30.0,-10.2,91.5,980.0,28.3,130.0,SE,3.680562551360306
OLGA,1981-04-08 18:00:00,T,2.0,1.0,30.0,-10.5,91.2,976.0,30.9,150.0,SE,3.9086693074875756
OLGA,1981-04-09 00:00:00,T,2.0,1.0,40.0,-10.8,90.9,970.0,33.4,160.0,S,4.226080550428074
OLGA,1981-04-09 06:00:00,T,2.0,1.0,40.0,-11.2,90.6,964.0,41.2,340.0,N,4.519584076309274
OLGA,1981-04-09 12:00:00,T,2.0,1.0,40.0,-11.6,90.4,958.0,43.7,20.0,N,4.7937887477980965
OLGA,1981-04-10 00:00:00,T,2.0,1.0,40.0,-13.2,89.8,946.0,46.3,50.0,NE,5.296657722654686
OLGA,1981-04-11 06:00:00,T,2.0,1.0,40.0,-17.9,87.1,961.0,41.2,240.0,SW,4.6588686128927606
OLGA,1981-04-11 12:00:00,T,2.0,1.0,40.0,-19.2,87.0,969.0,36.0,110.0,E,4.276512766925223
OLGA,1981-04-11 18:00:00,T,2.0,1.0,40.0,-20.5,87.1,974.0,33.4,100.0,E,4.017489717973018
OLGA,1981-04-12 00:00:00,T,2.0,1.0,30.0,-22.0,87.1,978.0,30.9,180.0,S,3.796469144159554
OLGA,1981-04-12 12:00:00,T,2.0,1.0,30.0,-24.9,88.3,984.0,28.3,350.0,N,3.436029288204253
OLGA,1981-04-12 18:00:00,T,2.0,1.0,30.0,-25.8,89.3,986.0,25.7,340.0,N,3.3064069632968023
OLGA,1981-04-13 00:00:00,T,2.0,1.0,30.0,-27.7,90.6,988.0,25.7,270.0,W,3.171040401599453
OLGA,1981-04-13 06:00:00,T,2.0,1.0,30.0,-28.8,93.9,990.0,23.2,190.0,S,3.02911482118419
OLGA,1981-04-13 12:00:00,T,2.0,1.0,30.0,-29.0,97.8,992.0,20.6,110.0,E,2.879603808648294
OLGA,1981-04-14 00:00:00,T,2.0,1.0,30.0,-30.6,105.4,994.0,18.0,330.0,NW,2.7211835684431747
OLGA,1981-04-14 06:00:00,T,2.0,1.0,20.0,-30.3,107.6,996.0,15.4,210.0,SW,2.5520966457335894
OLGA,1981-04-14 12:00:00,T,2.0,1.0,20.0,-29.5,109.8,997.0,15.4,190.0,S,2.4628321961038315
AMELIA,1981-12-01 23:00:00,T,3.0,2.0,20.0,-13.7,135.8,1002.0,12.9,200.0,S,1.9504544175096625
AMELIA,1981-12-02 20:00:00,T,3.0,5.0,20.0,-11.5,133.4,1000.0,12.9,260.0,W,2.171169359038437
AMELIA,1981-12-03 02:00:00,T,3.0,3.0,20.0,-11.3,132.4,1000.0,12.9,270.0,W,2.171169359038437
AMELIA,1981-12-03 05:00:00,T,3.0,2.0,20.0,-11.5,132.2,1000.0,12.9,250.0,W,2.171169359038437
AMELIA,1981-12-05 05:00:00,T,2.0,1.0,30.0,-12.6,125.6,998.0,18.0,220.0,SW,2.369923199020532
CHRIS,1982-01-05 00:00:00,T,2.0,1.0,20.0,-10.3,105.1,1007.0,10.3,340.0,N,1.2175595262770196
CHRIS,1982-01-05 06:00:00,T,2.0,1.0,20.0,-10.7,105.3,1006.0,10.3,320.0,NW,1.398021242998844
CHRIS,1982-01-07 00:00:00,T,2.0,1.0,30.0,-13.1,100.5,994.0,18.0,180.0,S,2.7211835684431747
CHRIS,1982-01-07 06:00:00,T,2.0,1.0,30.0,-13.5,99.4,991.0,23.2,200.0,S,2.9553819823622214
CHRIS,1982-01-07 12:00:00,T,2.0,1.0,30.0,-13.7,98.4,988.0,25.7,150.0,SE,3.171040401599453
CHRIS,1982-01-07 18:00:00,T,2.0,1.0,30.0,-13.8,97.2,985.0,25.7,140.0,SE,3.3718918144016174
CHRIS,1982-01-08 00:00:00,T,2.0,1.0,30.0,-13.8,95.6,981.0,28.3,330.0,NW,3.621102323191423
CHRIS,1982-01-08 06:00:00,T,2.0,1.0,30.0,-13.8,94.4,976.0,30.9,10.0,N,3.9086693074875756
CHRIS,1982-01-08 18:00:00,T,2.0,1.0,40.0,-13.8,91.8,969.0,36.0,140.0,SE,4.276512766925223
CHRIS,1982-01-09 00:00:00,T,2.0,1.0,40.0,-13.8,91.0,965.0,41.2,210.0,SW,4.472111984576423
CHRIS,1982-01-09 06:00:00,T,2.0,1.0,40.0,-13.8,89.4,960.0,41.2,100.0,E,4.704307118149952
CHRIS,1982-01-09 12:00:00,T,2.0,1.0,40.0,-13.4,88.1,958.0,43.7,180.0,S,4.7937887477980965
CHRIS,1982-01-10 00:00:00,T,2.0,1.0,40.0,-12.8,86.0,950.0,46.3,110.0,E,5.1349502185120075
CHRIS,1982-01-10 06:00:00,T,2.0,1.0,40.0,-12.5,85.1,947.0,48.9,300.0,NW,5.2567350159349875
CHRIS,1982-01-10 12:00:00,T,2.0,1.0,40.0,-12.3,84.2,944.0,51.4,200.0,S,5.3755422175570935
CHRIS,1982-01-10 18:00:00,T,2.0,1.0,40.0,-12.3,83.1,942.0,51.4,330.0,NW,5.453194188251601
CHRIS,1982-01-11 06:00:00,T,2.0,1.0,40.0,-12.3,81.2,936.0,54.0,270.0,W,5.679282618320719
CHRIS,1982-01-11 12:00:00,T,2.0,1.0,40.0,-12.5,80.3,934.0,54.0,40.0,NE,5.7525140831381085
BRUNO,1982-01-13 02:00:00,T,3.0,1.0,20.0,-10.7,137.3,1002.0,12.9,70.0,E,1.9504544175096625
BRUNO,1982-01-13 17:00:00,T,3.0,1.0,20.0,-11.0,136.6,999.0,15.4,60.0,NE,2.272896922914969
BRUNO,1982-01-13 20:00:00,T,3.0,1.0,20.0,-11.0,136.3,999.0,15.4,60.0,NE,2.272896922914969
BRUNO,1982-01-13 23:00:00,T,3.0,1.0,20.0,-11.1,136.0,999.0,15.4,60.0,NE,2.272896922914969
